participant,language,word,translation,knowledge,confidence,response_type,comments
5f493fe...,Catalan,flor,flower,FALSE,1,correct,
5f493fe...,Catalan,forquilla,worry,FALSE,1,wrong,
5f493fe...,Catalan,fulla,foyer,FALSE,1,wrong,
5f493fe...,Catalan,galeta,car,FALSE,1,wrong,
5f493fe...,Catalan,galleda,gather,FALSE,1,wrong,
5f493fe...,Catalan,globus,bubbles,FALSE,1,wrong,
5f493fe...,Catalan,gorra,gore,FALSE,1,wrong,
5f493fe...,Catalan,got,god,FALSE,1,false_friend,
5f493fe...,Catalan,jaqueta,jacket,FALSE,1,correct,
5f493fe...,Catalan,lleo,loud,FALSE,1,wrong,
5f493fe...,Catalan,lloro,yellow,FALSE,1,wrong,
5f493fe...,Catalan,mico,little,FALSE,1,wrong,
5f493fe...,Catalan,mirall,morale,FALSE,1,wrong,
5f493fe...,Catalan,ovella,weather,FALSE,1,wrong,
5f493fe...,Catalan,papallona,paper,FALSE,1,wrong,
5f493fe...,Catalan,peu,fail,FALSE,1,wrong,
5f493fe...,Catalan,plat,lie,FALSE,1,wrong,
5f493fe...,Catalan,pollastre,plaster,FALSE,1,wrong,
5f493fe...,Catalan,tisores,fedoras,FALSE,1,wrong,
5f493fe...,Catalan,tobogan,boomerang,FALSE,1,wrong,
5f493fe...,Catalan,tren,train,FALSE,1,correct,
5f493fe...,Catalan,ull,pool,FALSE,1,wrong,
5f493fe...,Catalan,ulleres,wellies,FALSE,1,wrong,
5f493fe...,Catalan,ungla,prune,FALSE,1,wrong,
5f493fe...,Catalan,aigua,water,FALSE,2,correct,
5f493fe...,Catalan,aixeta,machete,FALSE,2,wrong,
5f493fe...,Catalan,amanida,family,FALSE,2,wrong,
5f493fe...,Catalan,arbre,snske,FALSE,2,wrong,
5f493fe...,Catalan,bolet,play,FALSE,2,wrong,
5f493fe...,Catalan,bolquer,bouquet,FALSE,2,wrong,
5f493fe...,Catalan,boto,boots,FALSE,2,wrong,
5f493fe...,Catalan,caixa,cash,FALSE,2,false_friend,
5f493fe...,Catalan,camisa,camera,FALSE,2,wrong,
5f493fe...,Catalan,casa,castle,FALSE,2,wrong,
5f493fe...,Catalan,corona,bone,FALSE,2,wrong,
5f493fe...,Catalan,cuc,coke,FALSE,2,wrong,
5f493fe...,Catalan,esponja,sponge,FALSE,2,correct,
5f493fe...,Catalan,estrella,australia,FALSE,2,wrong,
5f493fe...,Catalan,gerd,gel,FALSE,2,wrong,
5f493fe...,Catalan,guitarra,guitar,FALSE,2,correct,
5f493fe...,Catalan,ma,mum,FALSE,2,wrong,
5f493fe...,Catalan,moneda,roommate,FALSE,2,wrong,
5f493fe...,Catalan,mussol,goose,FALSE,2,wrong,
5f493fe...,Catalan,nas,stars,FALSE,2,wrong,
5f493fe...,Catalan,onada,banana,FALSE,2,wrong,
5f493fe...,Catalan,orella,oil,FALSE,2,wrong,
5f493fe...,Catalan,pa,palm,FALSE,2,wrong,
5f493fe...,Catalan,patata,potato,FALSE,2,correct,
5f493fe...,Catalan,pernil,plan,FALSE,2,wrong,
5f493fe...,Catalan,pingui,bingo,FALSE,2,wrong,
5f493fe...,Catalan,ploma,diploma,FALSE,2,wrong,
5f493fe...,Catalan,poma,apple,FALSE,2,correct,
5f493fe...,Catalan,porc,pork,FALSE,2,correct,revise
5f493fe...,Catalan,porta,park,FALSE,2,wrong,
5f493fe...,Catalan,samarreta,summer,FALSE,2,wrong,
5f493fe...,Catalan,sol,shore,FALSE,2,wrong,
5f493fe...,Catalan,taronja,piranha,FALSE,2,wrong,
5f493fe...,Catalan,tigre,tiger,FALSE,2,correct,
5f493fe...,Catalan,tomaquet,tomato,FALSE,2,correct,
5f493fe...,Catalan,vaixell,machine,FALSE,2,wrong,
5f493fe...,Catalan,bici,busy,FALSE,3,wrong,
5f493fe...,Catalan,bol,ball,FALSE,3,false_friend,
5f493fe...,Catalan,cama,comma,FALSE,3,wrong,
5f493fe...,Catalan,formiga,familiar,FALSE,3,wrong,
5f493fe...,Catalan,gat,guard,FALSE,3,wrong,
5f493fe...,Catalan,llibre,zebra,FALSE,3,wrong,
5f493fe...,Catalan,moto,motto,FALSE,3,wrong,
5f493fe...,Catalan,raspall,respect,FALSE,3,wrong,
5f493fe...,Catalan,girafa,giraffe,FALSE,4,correct,
5f493fe...,Catalan,lluna,moon,FALSE,4,correct,
5f493fe...,Catalan,xocolata,chocolate,FALSE,4,correct,
5f493fe...,Catalan,zebra,zebra,FALSE,4,correct,
5f493fe...,Catalan,planta,white,TRUE,4,wrong,
5f5fd5d...,Catalan,bibero,pepperoni,FALSE,0,wrong,
5f5fd5d...,Catalan,corona,corona,FALSE,0,wrong,revise
5f5fd5d...,Catalan,dit,deed,FALSE,0,wrong,
5f5fd5d...,Catalan,estruc,asleep,FALSE,0,wrong,
5f5fd5d...,Catalan,galleda,galaxy,FALSE,0,wrong,
5f5fd5d...,Catalan,lleo,hole,FALSE,0,wrong,
5f5fd5d...,Catalan,moto,moat,FALSE,0,wrong,
5f5fd5d...,Catalan,mussol,moose,FALSE,0,wrong,
5f5fd5d...,Catalan,orella,hurricane,FALSE,0,wrong,
5f5fd5d...,Catalan,ovella,bottle,FALSE,0,wrong,
5f5fd5d...,Catalan,pernil,pine,FALSE,0,wrong,
5f5fd5d...,Catalan,pollastre,extra,FALSE,0,wrong,
5f5fd5d...,Catalan,poma,burma,FALSE,0,wrong,
5f5fd5d...,Catalan,samarreta,same,FALSE,0,wrong,
5f5fd5d...,Catalan,tobogan,doubt,FALSE,0,wrong,
5f5fd5d...,Catalan,ull,coal,FALSE,0,wrong,
5f5fd5d...,Catalan,ulleres,omelette,FALSE,0,wrong,
5f5fd5d...,Catalan,ungla,ugly,FALSE,0,wrong,
5f5fd5d...,Catalan,aigua,iguana,FALSE,1,wrong,
5f5fd5d...,Catalan,aixeta,bruschetta,FALSE,1,wrong,
5f5fd5d...,Catalan,arbre,hammer,FALSE,1,wrong,
5f5fd5d...,Catalan,berenar,bread,FALSE,1,wrong,
5f5fd5d...,Catalan,camisa,cabin,FALSE,1,wrong,
5f5fd5d...,Catalan,cavall,cabin,FALSE,1,wrong,
5f5fd5d...,Catalan,entrepa,underpass,FALSE,1,wrong,
5f5fd5d...,Catalan,galeta,collection,FALSE,1,wrong,
5f5fd5d...,Catalan,gat,gate,FALSE,1,wrong,
5f5fd5d...,Catalan,gerd,jelly,FALSE,1,wrong,
5f5fd5d...,Catalan,llibre,libra,FALSE,1,false_friend,
5f5fd5d...,Catalan,lloro,yes,FALSE,1,wrong,
5f5fd5d...,Catalan,lluna,moon,FALSE,1,correct,
5f5fd5d...,Catalan,onada,banana,FALSE,1,wrong,
5f5fd5d...,Catalan,pingui,bingo,FALSE,1,wrong,
5f5fd5d...,Catalan,porta,park,FALSE,1,wrong,
5f5fd5d...,Catalan,raspall,breathe,FALSE,1,wrong,
5f5fd5d...,Catalan,tisores,explorer,FALSE,1,wrong,
5f5fd5d...,Catalan,vaixell,shell,FALSE,1,wrong,
5f5fd5d...,Catalan,abella,apple,FALSE,2,wrong,
5f5fd5d...,Catalan,ampolla,chicken,FALSE,2,wrong,
5f5fd5d...,Catalan,bici,busy,FALSE,2,wrong,
5f5fd5d...,Catalan,boca,pork,FALSE,2,wrong,
5f5fd5d...,Catalan,bolet,bullet,FALSE,2,false_friend,
5f5fd5d...,Catalan,boto,boat,FALSE,2,wrong,
5f5fd5d...,Catalan,bou,bow,FALSE,2,false_friend,
5f5fd5d...,Catalan,colom,cucumber,FALSE,2,wrong,
5f5fd5d...,Catalan,formiga,food,FALSE,2,wrong,
5f5fd5d...,Catalan,fulla,amazing,FALSE,2,wrong,
5f5fd5d...,Catalan,ma,mother,FALSE,2,wrong,
5f5fd5d...,Catalan,mico,friend,FALSE,2,wrong,
5f5fd5d...,Catalan,mirall,moral,FALSE,2,wrong,
5f5fd5d...,Catalan,nas,nap,FALSE,2,wrong,
5f5fd5d...,Catalan,papallona,trousers,FALSE,2,wrong,
5f5fd5d...,Catalan,plat,blood,FALSE,2,wrong,
5f5fd5d...,Catalan,taronja,orange,FALSE,2,correct,
5f5fd5d...,Catalan,tomaquet,tomato,FALSE,2,correct,
5f5fd5d...,Catalan,amanida,friend,FALSE,3,wrong,
5f5fd5d...,Catalan,bol,ball,FALSE,3,false_friend,
5f5fd5d...,Catalan,cirera,sea,FALSE,3,wrong,
5f5fd5d...,Catalan,flor,flower,FALSE,3,correct,
5f5fd5d...,Catalan,forquilla,fork,FALSE,3,correct,
5f5fd5d...,Catalan,jaqueta,jacket,FALSE,3,correct,
5f5fd5d...,Catalan,tren,drain,FALSE,3,wrong,
5f5fd5d...,Catalan,globus,gloves,FALSE,4,wrong,
5f5fd5d...,Catalan,gorra,war,FALSE,4,wrong,
5f5fd5d...,Catalan,moneda,moon,FALSE,4,wrong,
5f5fd5d...,Catalan,pa,bear,FALSE,4,wrong,
5f5fd5d...,Catalan,peu,bell,FALSE,4,wrong,
5f5fd5d...,Catalan,bolquer,bouquet,FALSE,5,wrong,
5f5fd5d...,Catalan,cama,camel,FALSE,5,wrong,
5f5fd5d...,Catalan,cotxe,coach,FALSE,5,wrong,
5f5fd5d...,Catalan,cuc,cook,FALSE,5,false_friend,
5f5fd5d...,Catalan,ploma,plum,FALSE,5,false_friend,
5f5fd5d...,Catalan,porc,pork,FALSE,5,correct,revise
5f5fd5d...,Catalan,caixa,cash,FALSE,6,false_friend,
5f5fd5d...,Catalan,got,god,FALSE,6,wrong,
5f5fd5d...,Catalan,planta,plant,FALSE,6,correct,
5f5fd5d...,Catalan,zebra,zebra,FALSE,7,correct,
5f5fd5d...,Catalan,sol,moon,TRUE,5,wrong,
5f5fd5d...,Catalan,girafa,giraffe,TRUE,6,correct,
5f5fd5d...,Catalan,guitarra,guitar,TRUE,6,correct,
5f5fd5d...,Catalan,casa,house,TRUE,7,correct,
5f5fd5d...,Catalan,esponja,sponge,TRUE,7,correct,
5f5fd5d...,Catalan,estrella,star,TRUE,7,correct,
5f5fd5d...,Catalan,patata,potato,TRUE,7,correct,
5f5fd5d...,Catalan,tigre,tiger,TRUE,7,correct,
5f5fd5d...,Catalan,xocolata,chocolate,TRUE,7,correct,
5f60abc...,Catalan,arbre,hard,FALSE,0,wrong,
5f60abc...,Catalan,bibero,block,FALSE,0,wrong,
5f60abc...,Catalan,cirera,party,FALSE,0,wrong,
5f60abc...,Catalan,cuc,fruit,FALSE,0,wrong,
5f60abc...,Catalan,dit,dead,FALSE,0,wrong,
5f60abc...,Catalan,formiga,formula,FALSE,0,wrong,
5f60abc...,Catalan,gerd,chair,FALSE,0,wrong,
5f60abc...,Catalan,mico,mice,FALSE,0,wrong,
5f60abc...,Catalan,onada,alone,FALSE,0,wrong,
5f60abc...,Catalan,taronja,tall,FALSE,0,wrong,
5f60abc...,Catalan,vaixell,bush,FALSE,0,wrong,
5f60abc...,Catalan,aixeta,bread,FALSE,1,wrong,
5f60abc...,Catalan,amanida,meter,FALSE,1,wrong,
5f60abc...,Catalan,bici,beast,FALSE,1,wrong,
5f60abc...,Catalan,boca,leaf,FALSE,1,wrong,
5f60abc...,Catalan,bolet,balloon,FALSE,1,wrong,
5f60abc...,Catalan,bou,bone,FALSE,1,wrong,
5f60abc...,Catalan,colom,cologne,FALSE,1,wrong,
5f60abc...,Catalan,cotxe,goat,FALSE,1,wrong,
5f60abc...,Catalan,esponja,wife,FALSE,1,wrong,
5f60abc...,Catalan,estrella,beer,FALSE,1,wrong,
5f60abc...,Catalan,estruc,pasta,FALSE,1,wrong,
5f60abc...,Catalan,flor,flood,FALSE,1,wrong,
5f60abc...,Catalan,forquilla,park,FALSE,1,wrong,
5f60abc...,Catalan,galeta,garlic,FALSE,1,wrong,
5f60abc...,Catalan,galleda,garage,FALSE,1,wrong,
5f60abc...,Catalan,globus,globe,FALSE,1,wrong,
5f60abc...,Catalan,jaqueta,the cat,FALSE,1,wrong,
5f60abc...,Catalan,lleo,horn,FALSE,1,wrong,
5f60abc...,Catalan,mirall,mirror,FALSE,1,correct,
5f60abc...,Catalan,moneda,november,FALSE,1,wrong,
5f60abc...,Catalan,moto,more,FALSE,1,wrong,
5f60abc...,Catalan,nas,more,FALSE,1,wrong,
5f60abc...,Catalan,pa,bar,FALSE,1,wrong,
5f60abc...,Catalan,pernil,party,FALSE,1,wrong,
5f60abc...,Catalan,ploma,plum,FALSE,1,false_friend,
5f60abc...,Catalan,pollastre,plaster,FALSE,1,wrong,
5f60abc...,Catalan,poma,bar,FALSE,1,wrong,
5f60abc...,Catalan,porc,bog,FALSE,1,wrong,
5f60abc...,Catalan,raspall,respect,FALSE,1,wrong,
5f60abc...,Catalan,samarreta,sister,FALSE,1,wrong,
5f60abc...,Catalan,sol,sun,FALSE,1,wrong,
5f60abc...,Catalan,tigre,dig,FALSE,1,wrong,
5f60abc...,Catalan,tisores,dessert,FALSE,1,wrong,
5f60abc...,Catalan,tobogan,double,FALSE,1,wrong,
5f60abc...,Catalan,ull,wall,FALSE,1,wrong,
5f60abc...,Catalan,ulleres,letters,FALSE,1,wrong,
5f60abc...,Catalan,ungla,glass,FALSE,1,wrong,
5f60abc...,Catalan,caixa,cash,FALSE,2,false_friend,
5f60abc...,Catalan,cavall,car,FALSE,2,wrong,
5f60abc...,Catalan,corona,corona,FALSE,2,wrong,revise
5f60abc...,Catalan,gat,garden,FALSE,2,wrong,
5f60abc...,Catalan,girafa,giraffe,FALSE,2,correct,
5f60abc...,Catalan,gorra,golf,FALSE,2,wrong,
5f60abc...,Catalan,ma,mum,FALSE,2,wrong,
5f60abc...,Catalan,ovella,auntie,FALSE,2,wrong,
5f60abc...,Catalan,plat,door,FALSE,2,wrong,
5f60abc...,Catalan,ampolla,umbrella,FALSE,3,wrong,
5f60abc...,Catalan,berenar,brand,FALSE,3,wrong,
5f60abc...,Catalan,boto,bottle,FALSE,3,wrong,
5f60abc...,Catalan,cama,calm,FALSE,3,wrong,
5f60abc...,Catalan,entrepa,chapel,FALSE,3,wrong,
5f60abc...,Catalan,fulla,fire,FALSE,3,wrong,
5f60abc...,Catalan,lloro,red,FALSE,3,wrong,
5f60abc...,Catalan,mussol,muscle,FALSE,3,false_friend,
5f60abc...,Catalan,pingui,penguin,TRUE,1,correct,
5f60abc...,Catalan,orella,orange,TRUE,2,wrong,
5f60abc...,Catalan,xocolata,sausage,TRUE,2,wrong,
5f60abc...,Catalan,peu,dog,TRUE,3,wrong,
5f60abc...,Catalan,camisa,shirt,TRUE,4,correct,
5f60abc...,Catalan,porta,port,TRUE,4,false_friend,
5f60abc...,Catalan,abella,grandmother,TRUE,5,wrong,
5f60abc...,Catalan,aigua,water,TRUE,5,correct,
5f60abc...,Catalan,bol,ball,TRUE,5,false_friend,
5f60abc...,Catalan,guitarra,guitar,TRUE,5,correct,
5f60abc...,Catalan,llibre,book,TRUE,5,correct,
5f60abc...,Catalan,zebra,zebra,TRUE,5,correct,
5f60abc...,Catalan,got,god,TRUE,6,false_friend,
5f60abc...,Catalan,lluna,moon,TRUE,6,correct,
5f60abc...,Catalan,papallona,barcelona,TRUE,6,wrong,
5f60abc...,Catalan,patata,potato,TRUE,6,correct,
5f60abc...,Catalan,bolquer,because,TRUE,7,wrong,
5f60abc...,Catalan,casa,house,TRUE,7,correct,
5f60abc...,Catalan,planta,plant,TRUE,7,correct,
5f60abc...,Catalan,tomaquet,tomato,TRUE,7,correct,
5f60abc...,Catalan,tren,train,TRUE,7,correct,
5f69a3c...,Catalan,abella,paper,FALSE,0,wrong,
5f69a3c...,Catalan,aigua,water,FALSE,0,correct,
5f69a3c...,Catalan,aixeta,hairbrush,FALSE,0,wrong,
5f69a3c...,Catalan,amanida,demand,FALSE,0,wrong,
5f69a3c...,Catalan,ampolla,volleyball,FALSE,0,wrong,
5f69a3c...,Catalan,arbre,barber,FALSE,0,wrong,
5f69a3c...,Catalan,berenar,banana,FALSE,0,wrong,
5f69a3c...,Catalan,bibero,house,FALSE,0,wrong,
5f69a3c...,Catalan,bici,pieces,FALSE,0,wrong,
5f69a3c...,Catalan,bol,ball,FALSE,0,false_friend,
5f69a3c...,Catalan,bolet,bowling,FALSE,0,wrong,
5f69a3c...,Catalan,bolquer,bouquet,FALSE,0,wrong,
5f69a3c...,Catalan,boto,water,FALSE,0,wrong,
5f69a3c...,Catalan,bou,bow,FALSE,0,false_friend,
5f69a3c...,Catalan,cama,camera,FALSE,0,wrong,
5f69a3c...,Catalan,cirera,head,FALSE,0,wrong,
5f69a3c...,Catalan,colom,column,FALSE,0,wrong,
5f69a3c...,Catalan,corona,corona,FALSE,0,wrong,revise
5f69a3c...,Catalan,cotxe,trousers,FALSE,0,wrong,
5f69a3c...,Catalan,cuc,coke,FALSE,0,wrong,
5f69a3c...,Catalan,dit,teeth,FALSE,0,wrong,
5f69a3c...,Catalan,entrepa,park,FALSE,0,wrong,
5f69a3c...,Catalan,esponja,breathing,FALSE,0,wrong,
5f69a3c...,Catalan,estrella,australia,FALSE,0,wrong,
5f69a3c...,Catalan,estruc,embarrass,FALSE,0,wrong,
5f69a3c...,Catalan,flor,flower,FALSE,0,correct,
5f69a3c...,Catalan,formiga,friend,FALSE,0,wrong,
5f69a3c...,Catalan,forquilla,frog,FALSE,0,wrong,
5f69a3c...,Catalan,fulla,perfume,FALSE,0,wrong,
5f69a3c...,Catalan,galeta,collect,FALSE,0,wrong,
5f69a3c...,Catalan,galleda,gloves,FALSE,0,wrong,
5f69a3c...,Catalan,gat,cat,FALSE,0,correct,
5f69a3c...,Catalan,gerd,shirt,FALSE,0,wrong,
5f69a3c...,Catalan,gorra,cheese,FALSE,0,wrong,
5f69a3c...,Catalan,got,goat,FALSE,0,false_friend,
5f69a3c...,Catalan,lleo,orange,FALSE,0,wrong,
5f69a3c...,Catalan,lloro,owl,FALSE,0,wrong,
5f69a3c...,Catalan,lluna,smoke,FALSE,0,wrong,
5f69a3c...,Catalan,ma,horse,FALSE,0,wrong,
5f69a3c...,Catalan,mico,milk,FALSE,0,wrong,
5f69a3c...,Catalan,mirall,mirror,FALSE,0,correct,
5f69a3c...,Catalan,moneda,moon,FALSE,0,wrong,
5f69a3c...,Catalan,moto,car,FALSE,0,wrong,
5f69a3c...,Catalan,mussol,sunbathe,FALSE,0,wrong,
5f69a3c...,Catalan,nas,space,FALSE,0,wrong,
5f69a3c...,Catalan,onada,bird,FALSE,0,wrong,
5f69a3c...,Catalan,orella,umbrella,FALSE,0,wrong,
5f69a3c...,Catalan,ovella,cat,FALSE,0,wrong,
5f69a3c...,Catalan,pa,bar,FALSE,0,wrong,
5f69a3c...,Catalan,papallona,papaya,FALSE,0,false_friend,
5f69a3c...,Catalan,pernil,leaves,FALSE,0,wrong,
5f69a3c...,Catalan,peu,pear,FALSE,0,wrong,
5f69a3c...,Catalan,pingui,penguin,FALSE,0,correct,
5f69a3c...,Catalan,planta,plants,FALSE,0,typo,
5f69a3c...,Catalan,plat,braids,FALSE,0,wrong,
5f69a3c...,Catalan,ploma,plumber,FALSE,0,wrong,
5f69a3c...,Catalan,pollastre,restaurant,FALSE,0,wrong,
5f69a3c...,Catalan,poma,apple,FALSE,0,correct,
5f69a3c...,Catalan,porc,pork,FALSE,0,correct,revise
5f69a3c...,Catalan,porta,charger,FALSE,0,wrong,
5f69a3c...,Catalan,raspall,breathe,FALSE,0,wrong,
5f69a3c...,Catalan,samarreta,biscuit,FALSE,0,wrong,
5f69a3c...,Catalan,sol,sun,FALSE,0,correct,
5f69a3c...,Catalan,taronja,orange,FALSE,0,correct,
5f69a3c...,Catalan,tisores,binoculars,FALSE,0,wrong,
5f69a3c...,Catalan,tobogan,tupperware,FALSE,0,wrong,
5f69a3c...,Catalan,tomaquet,tomato,FALSE,0,correct,
5f69a3c...,Catalan,tren,train,FALSE,0,correct,
5f69a3c...,Catalan,ull,wool,FALSE,0,wrong,
5f69a3c...,Catalan,ulleres,glasses,FALSE,0,correct,
5f69a3c...,Catalan,ungla,glass,FALSE,0,wrong,
5f69a3c...,Catalan,camisa,cardigan,FALSE,1,wrong,
5f69a3c...,Catalan,casa,why,FALSE,1,wrong,
5f69a3c...,Catalan,cavall,bag,FALSE,1,wrong,
5f69a3c...,Catalan,girafa,giraffe,FALSE,1,correct,
5f69a3c...,Catalan,vaixell,bread,FALSE,1,wrong,
5f69a3c...,Catalan,jaqueta,jacket,FALSE,2,correct,
5f69a3c...,Catalan,tigre,tiger,FALSE,2,correct,
5f69a3c...,Catalan,caixa,cash,FALSE,3,false_friend,
5f69a3c...,Catalan,zebra,zebra,FALSE,3,correct,
5f69a3c...,Catalan,boca,mouth,TRUE,3,correct,
5f69a3c...,Catalan,globus,gloves,TRUE,3,wrong,
5f69a3c...,Catalan,guitarra,guitar,TRUE,4,correct,
5f69a3c...,Catalan,patata,potato,TRUE,4,correct,
5f69a3c...,Catalan,llibre,book,TRUE,5,correct,
5f69a3c...,Catalan,xocolata,chocolate,TRUE,5,correct,
5f6f753...,Catalan,abella,animal,FALSE,0,wrong,
5f6f753...,Catalan,amanida,fish,FALSE,0,wrong,
5f6f753...,Catalan,ampolla,chicken,FALSE,0,wrong,
5f6f753...,Catalan,berenar,banana,FALSE,0,wrong,
5f6f753...,Catalan,bibero,lion,FALSE,0,wrong,
5f6f753...,Catalan,boca,brocoli,FALSE,0,wrong,
5f6f753...,Catalan,bolet,chicken,FALSE,0,wrong,
5f6f753...,Catalan,bolquer,flowers,FALSE,0,wrong,
5f6f753...,Catalan,caixa,cashew,FALSE,0,wrong,
5f6f753...,Catalan,casa,cherry,FALSE,0,wrong,
5f6f753...,Catalan,cavall,bird,FALSE,0,wrong,
5f6f753...,Catalan,cirera,bird,FALSE,0,wrong,
5f6f753...,Catalan,colom,melon,FALSE,0,wrong,
5f6f753...,Catalan,cotxe,sheep,FALSE,0,wrong,
5f6f753...,Catalan,cuc,bird,FALSE,0,wrong,
5f6f753...,Catalan,dit,deer,FALSE,0,wrong,
5f6f753...,Catalan,entrepa,pineapple,FALSE,0,wrong,
5f6f753...,Catalan,estrella,estrella,FALSE,0,language,
5f6f753...,Catalan,estruc,strawberry,FALSE,0,wrong,
5f6f753...,Catalan,flor,flour,FALSE,0,false_friend,
5f6f753...,Catalan,fulla,yoghurt,FALSE,0,wrong,
5f6f753...,Catalan,galeta,cabbage,FALSE,0,wrong,
5f6f753...,Catalan,galleda,watermelon,FALSE,0,wrong,
5f6f753...,Catalan,gat,guard,FALSE,0,wrong,
5f6f753...,Catalan,gerd,hair,FALSE,0,wrong,
5f6f753...,Catalan,globus,gloves,FALSE,0,wrong,
5f6f753...,Catalan,gorra,gold,FALSE,0,wrong,
5f6f753...,Catalan,lleo,grapefruit,FALSE,0,wrong,
5f6f753...,Catalan,llibre,lima,FALSE,0,wrong,
5f6f753...,Catalan,lloro,cow,FALSE,0,wrong,
5f6f753...,Catalan,mico,meat,FALSE,0,wrong,
5f6f753...,Catalan,moneda,animal,FALSE,0,wrong,
5f6f753...,Catalan,mussol,lamb,FALSE,0,wrong,
5f6f753...,Catalan,onada,pineapple,FALSE,0,wrong,
5f6f753...,Catalan,pernil,bird,FALSE,0,wrong,
5f6f753...,Catalan,samarreta,cucumber,FALSE,0,wrong,
5f6f753...,Catalan,tisores,chorizo,FALSE,0,wrong,
5f6f753...,Catalan,tobogan,meringue,FALSE,0,wrong,
5f6f753...,Catalan,tren,tuna,FALSE,0,wrong,
5f6f753...,Catalan,ull,eye,FALSE,0,correct,
5f6f753...,Catalan,ungla,garlic,FALSE,0,wrong,
5f6f753...,Catalan,vaixell,shell,FALSE,0,wrong,
5f6f753...,Catalan,arbre,tree,FALSE,1,wrong,
5f6f753...,Catalan,bici,bison,FALSE,1,wrong,
5f6f753...,Catalan,bol,bowl,FALSE,1,correct,
5f6f753...,Catalan,boto,lamb,FALSE,1,wrong,
5f6f753...,Catalan,camisa,chameleon,FALSE,1,wrong,
5f6f753...,Catalan,esponja,asparagus,FALSE,1,wrong,
5f6f753...,Catalan,formiga,cheese,FALSE,1,wrong,
5f6f753...,Catalan,forquilla,fork,FALSE,1,correct,
5f6f753...,Catalan,mirall,mirror,FALSE,1,correct,
5f6f753...,Catalan,moto,sheep,FALSE,1,wrong,
5f6f753...,Catalan,nas,nose,FALSE,1,correct,
5f6f753...,Catalan,orella,ear,FALSE,1,correct,
5f6f753...,Catalan,pa,pear,FALSE,1,wrong,
5f6f753...,Catalan,papallona,papaya,FALSE,1,false_friend,
5f6f753...,Catalan,peu,pear,FALSE,1,wrong,
5f6f753...,Catalan,planta,vegetable,FALSE,1,wrong,
5f6f753...,Catalan,plat,butter,FALSE,1,wrong,
5f6f753...,Catalan,porc,pork,FALSE,1,correct,revise
5f6f753...,Catalan,porta,wine,FALSE,1,wrong,
5f6f753...,Catalan,raspall,raspberry,FALSE,1,correct,
5f6f753...,Catalan,ulleres,ears,FALSE,1,wrong,
5f6f753...,Catalan,aigua,water,FALSE,2,correct,
5f6f753...,Catalan,aixeta,bread,FALSE,2,wrong,
5f6f753...,Catalan,bou,bone,FALSE,2,wrong,
5f6f753...,Catalan,lluna,moon,FALSE,2,correct,
5f6f753...,Catalan,ovella,whale,FALSE,2,wrong,
5f6f753...,Catalan,ploma,plum,FALSE,2,false_friend,
5f6f753...,Catalan,pollastre,chicken,FALSE,2,correct,
5f6f753...,Catalan,taronja,orange,FALSE,2,correct,
5f6f753...,Catalan,cama,camel,FALSE,3,wrong,
5f6f753...,Catalan,corona,crown,FALSE,3,correct,
5f6f753...,Catalan,jaqueta,jacket,FALSE,3,correct,
5f6f753...,Catalan,ma,sea,FALSE,3,wrong,
5f6f753...,Catalan,poma,apple,FALSE,3,correct,
5f6f753...,Catalan,got,goat,FALSE,6,false_friend,
5f6f753...,Catalan,sol,sun,TRUE,3,correct,
5f6f753...,Catalan,girafa,giraffe,TRUE,4,correct,
5f6f753...,Catalan,guitarra,guitar,TRUE,4,correct,
5f6f753...,Catalan,tomaquet,tomato,TRUE,4,correct,
5f6f753...,Catalan,pingui,penguin,TRUE,5,correct,
5f6f753...,Catalan,tigre,tiger,TRUE,5,correct,
5f6f753...,Catalan,patata,potato,TRUE,6,correct,
5f6f753...,Catalan,xocolata,chocolate,TRUE,6,correct,
5f6f753...,Catalan,zebra,zebra,TRUE,6,correct,
5f783ea...,Catalan,abella,welcome,FALSE,0,wrong,
5f783ea...,Catalan,aigua,iowa,FALSE,0,wrong,
5f783ea...,Catalan,aixeta,shoulder,FALSE,0,wrong,
5f783ea...,Catalan,amanida,armadillo,FALSE,0,wrong,
5f783ea...,Catalan,ampolla,trampoline,FALSE,0,wrong,
5f783ea...,Catalan,bibero,book,FALSE,0,wrong,
5f783ea...,Catalan,bici,beef,FALSE,0,wrong,
5f783ea...,Catalan,bolquer,bouquet,FALSE,0,wrong,
5f783ea...,Catalan,casa,because,FALSE,0,wrong,
5f783ea...,Catalan,cirera,desert,FALSE,0,wrong,
5f783ea...,Catalan,cuc,cucumber,FALSE,0,wrong,
5f783ea...,Catalan,dit,deed,FALSE,0,wrong,
5f783ea...,Catalan,formiga,formiddable,FALSE,0,wrong,
5f783ea...,Catalan,fulla,foil,FALSE,0,wrong,
5f783ea...,Catalan,galeta,scissors,FALSE,0,wrong,
5f783ea...,Catalan,galleda,guild,FALSE,0,wrong,
5f783ea...,Catalan,gerd,green,FALSE,0,wrong,
5f783ea...,Catalan,globus,gloves,FALSE,0,wrong,
5f783ea...,Catalan,gorra,grass,FALSE,0,wrong,
5f783ea...,Catalan,got,god,FALSE,0,false_friend,
5f783ea...,Catalan,lluna,moon,FALSE,0,correct,
5f783ea...,Catalan,mico,milk,FALSE,0,wrong,
5f783ea...,Catalan,mirall,murial,FALSE,0,wrong,
5f783ea...,Catalan,moto,car,FALSE,0,wrong,
