"group","participant_id","word_1","response","correct","response_type","valid_status","valid_response","valid_participant"
"spa-ENG","5b1ec77...","caracol","bird",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","caracol","caracal",FALSE,"language","Valid",FALSE,TRUE
"spa-ENG","5d687a7...","caracol","food",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","caracol","caracole",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","caracol","umbrella",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","caracol","ball",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","caracol","breakfast",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","caracol","speaking",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","caracol","car toll",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","caracol","very cold",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","caracol","carrot",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","caracol","catacomb",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5e6571b...","caracol","bird",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","caracol","carragon",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","caracol","gold",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","caracol","crackle",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","caracol","umbrella",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e96292...","caracol","phone call",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","caracol","carousel",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","caracol",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","caracol","carry",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","caracol","kagool",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","caracol","carocol",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb3c2e...","caracol",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb450d...","caracol","carrot cake",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","caracol","call",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","caracol","cola",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","caracol","caracol",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","caracol","life",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","caracol","singing",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","caracol","caravan",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","caracol","parrot",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","caracol","carrot",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","caracol","crayon",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","caracol","cola",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cebra","favourit",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cebra","thevra",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cebra","favour",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","cebra","favourite",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","cebra","favourite",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5e6571b...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","cebra","face",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e96292...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","cebra","zebra",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eacad0...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","cebra","theobold",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","cebra","zebra",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb3c2e...","cebra","favourite",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb450d...","cebra","fever",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","cebra","several",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","cebra","devra",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","cebra","zebra",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","cebra","several",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","cebra","favourite",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","cebra","they are",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cepillo","bee",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","cepillo","pen",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cepillo","camel",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cepillo","sepillo",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cepillo","fish",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cepillo","mate",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cepillo","pen",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","cepillo","september",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","cepillo","sleeping",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","cepillo","sad",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","cepillo","warm",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","cepillo","na",FALSE,"other","Insufficient trials",FALSE,FALSE
"spa-ENG","5e6571b...","cepillo","sepia",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","cepillo","pool",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","cepillo","speak",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","cepillo","quick",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e8f390...","cepillo","tortoise",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5e95bef...","cepillo","soap",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e96292...","cepillo","bicycle",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","cepillo","dad",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","cepillo",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","cepillo","thin",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","cepillo","celebration",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","cepillo",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb3c2e...","cepillo",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb450d...","cepillo","fabulous",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","cepillo","therapy",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","cepillo","sipping",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","cepillo","zebingo",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","cepillo","pill",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","cepillo","serpent",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","cepillo","seventy",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","cepillo","snake",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","cepillo","pet",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","cepillo","shoes",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","cepillo","sausage",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cerdo","hello",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","cerdo","cold",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cerdo","goat",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cerdo","therdor",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cerdo","five",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cerdo","fruit",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cerdo","thirteen",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","cerdo","thursday",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","cerdo","three",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","cerdo","cold",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","cerdo","cat",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","cerdo","sergio",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5e6571b...","cerdo","third",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","cerdo","thin",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","cerdo","blue",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","cerdo","third",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","cerdo","hot",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e96292...","cerdo","favour",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","cerdo","shirt",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","cerdo",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","cerdo","there",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","cerdo","three",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","cerdo","third",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb3c2e...","cerdo","third",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb450d...","cerdo","thistle",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","cerdo","silver",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","cerdo","fur",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","cerdo","fevo",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","cerdo","sir",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","cerdo","friend",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","cerdo","there",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","cerdo","say",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","cerdo","diego",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","cerdo","there you go",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","cerdo","they go",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cereza","unsure",FALSE,"other","Valid",FALSE,TRUE
"spa-ENG","5b6f4c6...","cereza","beer",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cereza","spices",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cereza","seretha",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cereza","top",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cereza","step sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cereza","party",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","cereza",NA,FALSE,"blank","Language impairment",FALSE,FALSE
"spa-ENG","5e3878b...","cereza","language",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","cereza","sell",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","cereza","yes please",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","cereza","na",FALSE,"other","Insufficient trials",FALSE,FALSE
"spa-ENG","5e6571b...","cereza","beer",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","cereza","theresa",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","cereza","celebrate",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","cereza","celebrate",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","cereza","terrific",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e96292...","cereza","chorizo",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","cereza","siesta",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","cereza",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","cereza","said",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","cereza","celery",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","cereza",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb3c2e...","cereza",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb450d...","cereza","sister",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","cereza","say",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","cereza","evening",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","cereza","sereta",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","cereza","three",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","cereza","siesta",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","cereza","seven",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","cereza","dressing",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","cereza","terrific",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","cereza","fortnight",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","cereza","raddish",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","cesta","party",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cesta","town",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cesta","sesta",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cesta","evening",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","cesta","drinking",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","cesta","siesta",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","cesta","nap",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","cesta","cest",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5e6571b...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","cesta","nap",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e96292...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","cesta","five",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","cesta",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","cesta","festival",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","cesta",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eb3c2e...","cesta","sleep",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb450d...","cesta","sister",FALSE,"wrong",NA,TRUE,NA
"spa-ENG","5eb54aa...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","cesta","sleep",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","cesta","sesta",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","cesta","sex",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","cesta","girl",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","cesta","siesta",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","cesta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","cesta","festival",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","cesta","party",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","cesta","nap",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","chaqueta","girl",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","chaqueta","cheese",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","chaqueta","chicken",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","chaqueta","chaqueta",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","chaqueta","check",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","chaqueta","child",FALSE,"wrong","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","chaqueta","food",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e64212...","chaqueta","not sure",FALSE,"other","Insufficient trials",FALSE,FALSE
"spa-ENG","5e6571b...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","chaqueta","how are you",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","chaqueta","sister",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e8f390...","chaqueta","jacket",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5e95bef...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e96292...","chaqueta","chicken",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","chaqueta","girl",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","chaqueta",NA,FALSE,"blank","Insufficient trials",FALSE,FALSE
"spa-ENG","5eacad0...","chaqueta","cheeky",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","chaqueta","daughter",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","chaqueta","chaquita",FALSE,"wrong","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb3c2e...","chaqueta","jacket",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb450d...","chaqueta","jacket",TRUE,"correct",NA,TRUE,NA
"spa-ENG","5eb54aa...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","chaqueta","chicken",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","chaqueta","cha que ta",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5ebef0e...","chaqueta","chicken",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","chaqueta","pass",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","chaqueta","little girl",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","chaqueta","chakra",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","chaqueta","jacket",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","chaqueta","how are you",FALSE,"other","Valid",FALSE,TRUE
"spa-ENG","5b1ec77...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5dae0ea...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e32a99...","chocolate","chocolate",TRUE,"correct","Language impairment",TRUE,FALSE
"spa-ENG","5e3878b...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e52fa4...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e60db5...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e64212...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5e6571b...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e71e92...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e788a0...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e84efb...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e95bef...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e96292...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e9b959...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5e9df7f...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eacad0...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eaeeb1...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eb2d2d...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb3c2e...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5eb450d...","chocolate","chocolate",TRUE,"correct",NA,TRUE,NA
"spa-ENG","5eb54aa...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eb9b01...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5eb9e95...","chocolate","chocolate",TRUE,"correct","Insufficient trials",TRUE,FALSE
"spa-ENG","5ebef0e...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ec27b1...","chocolate","hot choc",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5ec7e25...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ec83d6...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ed8bf9...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ee0c7f...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5ee7665...","chocolate","chocolate",TRUE,"correct","Valid",TRUE,TRUE
"spa-ENG","5b1ec77...","cielo","yellow",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5b6f4c6...","cielo","hot",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d687a7...","cielo","break",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5d6c21b...","cielo","ciello",FALSE,"language","Insufficient trials",FALSE,FALSE
"spa-ENG","5dae0ea...","cielo","tonight",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5dd6934...","cielo","yello",FALSE,"wrong","Valid",TRUE,TRUE
"spa-ENG","5e2c9ac...","cielo","yellow",FALSE,"wrong","Valid",TRUE,TRUE
