"group","participant_id","word_1","response","correct","response_type","valid_status","valid_response","valid_participant"
"spa-ENG","5e9df7f...","pastel",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5eaeeb1...","pastel","pasta",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pastel","pastel",false,"false_friend","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","pastel","pastille",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pastel","pasta",false,"wrong",,true,
"spa-ENG","5eb54aa...","pastel","pastal",false,"language","Valid",false,true
"spa-ENG","5eb9b01...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5eb9e95...","pastel","pastille",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pastel","pasta",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5ec7e25...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5ec83d6...","pastel","pasta",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5ee0c7f...","pastel","pastel",false,"false_friend","Valid",true,true
"spa-ENG","5ee7665...","pastel","pasta",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5b6f4c6...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5d6c21b...","patata","patata",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5dd6934...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e2c9ac...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e32a99...","patata","potatoe",true,"correct","Language impairment",true,false
"spa-ENG","5e3878b...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e52fa4...","patata","skirt",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","patata","fitata",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","patata","potato",true,"correct","Insufficient trials",true,false
"spa-ENG","5e6571b...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e71e92...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e788a0...","patata","peas",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e95bef...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e96292...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e9b959...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5e9df7f...","patata",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5eaeeb1...","patata","potatoe",true,"correct","Valid",true,true
"spa-ENG","5eb2d2d...","patata","potato",true,"correct","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","patata","potato",true,"correct","Insufficient trials",true,false
"spa-ENG","5eb450d...","patata","potato",true,"correct",,true,
"spa-ENG","5eb54aa...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5eb9b01...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5eb9e95...","patata","patata",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ec27b1...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ec7e25...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ec83d6...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ed8bf9...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ee0c7f...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5ee7665...","patata","potato",true,"correct","Valid",true,true
"spa-ENG","5b1ec77...","pato","pat",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pato","pasta",false,"wrong","Valid",true,true
"spa-ENG","5d687a7...","pato","sorry",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","pato","pato",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pato","cat",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pato","cold",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","pato","part",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","pato","patting",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pato","partner",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","pato","patio",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pato","pet",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","pato","na",false,"other","Insufficient trials",false,false
"spa-ENG","5e6571b...","pato","father",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","pato","pate",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pato","plate",false,"wrong","Valid",true,true
"spa-ENG","5e95bef...","pato","street",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pato","pate",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pato","dog",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","pato",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pato","part",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pato","patio",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pato",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eb3c2e...","pato","pattern",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pato","party",false,"wrong",,true,
"spa-ENG","5eb54aa...","pato","party",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pato","pardon",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pato","parto",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pato","patio",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pato","party",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pato","father",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pato","dog",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pato","plate",true,"correct","Valid",true,true
"spa-ENG","5ee0c7f...","pato","pate",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pato","pate",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","pelota","pillow",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pelota","palette",false,"wrong","Valid",true,true
"spa-ENG","5d687a7...","pelota","pilot",false,"false_friend","Valid",true,true
"spa-ENG","5d6c21b...","pelota","pellota",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pelota","hotel",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pelota",,false,"blank","Valid",false,true
"spa-ENG","5e2c9ac...","pelota","morning",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","pelota","pelican",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pelota","paper",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","pelota","pony",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pelota","pilot",false,"false_friend","Valid",true,true
"spa-ENG","5e64212...","pelota","pilot",false,"false_friend","Insufficient trials",true,false
"spa-ENG","5e6571b...","pelota","ball",true,"correct","Valid",true,true
"spa-ENG","5e71e92...","pelota","bike",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pelota","balloon",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pelota","pelican",false,"wrong","Valid",true,true
"spa-ENG","5e8f390...","pelota","pills",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e95bef...","pelota","pillow",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pelota","bicycle",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pelota","petal",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","pelota",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pelota","piano",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pelota","ballot paper",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pelota","pillow",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pelota","blotter",false,"wrong",,true,
"spa-ENG","5eb54aa...","pelota","pillow",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pelota","pillow",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pelota","pillota",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pelota","bike",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pelota","pill",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pelota","playing",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pelota","friends",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pelota","parrot",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","pelota","pair",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pelota","below",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","perro","parent",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","perro","dog",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","perro","coins",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","perro","perro",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","perro","pear",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","perro","friendd",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","perro","shirt",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","perro","dog",true,"correct","Language impairment",true,false
"spa-ENG","5e3878b...","perro","hat",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","perro","beer",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","perro","money",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","perro","parent",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","perro","for",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","perro","dog",true,"correct","Valid",true,true
"spa-ENG","5e788a0...","perro","patient",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","perro","imperative",false,"wrong","Valid",true,true
"spa-ENG","5e95bef...","perro","pear",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","perro","pair",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","perro","a name",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","perro",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","perro","pair",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","perro","man",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","perro","dog",true,"correct","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","perro",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eb450d...","perro","bird",false,"wrong",,true,
"spa-ENG","5eb54aa...","perro","pair",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","perro","money",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","perro","bero",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","perro","pig",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","perro","pear",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","perro","purr",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","perro","eat",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","perro","pear",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","perro","dog",true,"correct","Valid",true,true
"spa-ENG","5ee7665...","perro","beer",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","pez","bed",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pez","pear",false,"wrong","Valid",true,true
"spa-ENG","5d687a7...","pez","bed",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","pez","bez",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pez","baby",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pez","bed",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","pez","home",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","pez","bed",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pez","port",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","pez","bin",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pez","bread",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","pez","bed",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","pez","pen",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","pez","pear",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pez","pear",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pez","pen",false,"wrong","Valid",true,true
"spa-ENG","5e95bef...","pez","pear",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pez","bed",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pez","path",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","pez",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pez","bath",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pez","bath",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pez","bed",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","pez","baby",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pez","big",false,"wrong",,true,
"spa-ENG","5eb54aa...","pez","path",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pez","pairs",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pez","belle",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pez","den",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pez","pear",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pez","path",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pez","bed",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pez","bathe",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","pez","pet",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pez","beverage",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","pie","yes",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pie","feet",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","pie","pie",false,"false_friend","Valid",true,true
"spa-ENG","5d6c21b...","pie","piez",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pie","good",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pie","play",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","pie","good",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","pie","good",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pie","foot",true,"correct","Valid",true,true
"spa-ENG","5e52fa4...","pie","yes",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pie","poor",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","pie","day",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","pie","play",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","pie","beer",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pie","good",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pie","pie",false,"false_friend","Valid",true,true
"spa-ENG","5e95bef...","pie","look",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pie","walk",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pie","pier",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","pie",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pie","play",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pie","beer",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pie","good",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","pie","friend",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pie","beer",false,"wrong",,true,
"spa-ENG","5eb54aa...","pie","good",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pie","dad",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pie","bien",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pie","pi",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pie","please",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pie","they",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pie","good",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pie","pier",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","pie","may",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pie","please",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","pierna","welcome",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5d687a7...","pierna","great",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","pierna","pierna",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pierna","good",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pierna","pepper",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","pierna","night",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","pierna","beer",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pierna","goot",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pierna","in general",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","pierna","na",false,"other","Insufficient trials",false,false
"spa-ENG","5e6571b...","pierna","peer",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","pierna","beer",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pierna","brilliant",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pierna","pencil",false,"wrong","Valid",true,true
"spa-ENG","5e8f390...","pierna","hill",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e95bef...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pierna","pier",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","pierna",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pierna","good",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pierna","good",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","pierna",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eb450d...","pierna","piano",false,"wrong",,true,
"spa-ENG","5eb54aa...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pierna","piano",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pierna","bienma",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pierna","balcony",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pierna","peer",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pierna","sister",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pierna","beautiful",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pierna","goodness",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","pierna","swimming pool",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pierna","peroni",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","platano","later",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","platano","banana",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","platano","street",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","platano","latano",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","platano","platinum",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","platano",,false,"blank","Valid",false,true
"spa-ENG","5e2c9ac...","platano","gardener",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","platano","plate",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","platano","plate",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","platano","latin",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","platano","latin",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","platano","plait",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","platano","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","platano","latin",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","platano","long",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","platano","plates",false,"wrong","Valid",true,true
"spa-ENG","5e8f390...","platano","latin",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e95bef...","platano","plate",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","platano","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","platano","plate",false,"wrong","Valid",true,true
"spa-ENG","5e9df7f...","platano","'",false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","platano","plate",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","platano","plate of food",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","platano","paper",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","platano",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eb450d...","platano","platinum",false,"wrong",,true,
"spa-ENG","5eb54aa...","platano","plat",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","platano","laminate",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","platano","blatano",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","platano","black",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","platano","baby boy",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","platano","platinum",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","platano","plants",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","platano","platinum",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","platano","later",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","platano","fish",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5b6f4c6...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","plato","hill",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","plato","plato",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","plato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","plato","plant",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","plato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e32a99...","plato","plate",true,"correct","Language impairment",true,false
"spa-ENG","5e3878b...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5e52fa4...","plato","scientist",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5e64212...","plato","planet",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","plato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","plato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","plato","play",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5e8f390...","plato","duck",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e95bef...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5e96292...","plato","plateau",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5e9df7f...","plato",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5eaeeb1...","plato","patio",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","plato","plato",false,"language","Insufficient trials",false,false
"spa-ENG","5eb3c2e...","plato","platon",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","plato","plant",false,"wrong",,true,
"spa-ENG","5eb54aa...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5eb9b01...","plato","plant",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","plato","lato",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","plato","door",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5ec7e25...","plato","planet",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","plato","plate",true,"correct","Valid",true,true
"spa-ENG","5ed8bf9...","plato","pluto",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","plato","plait",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","plato","i'm average",false,"other","Valid",false,true
"spa-ENG","5b1ec77...","pluma","bloom",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pluma","feathers",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","pluma","light",false,"wrong","Valid",true,true
"spa-ENG","5d6c21b...","pluma","pluma",false,"language","Insufficient trials",false,false
"spa-ENG","5dae0ea...","pluma","rain",false,"wrong","Valid",true,true
"spa-ENG","5dd6934...","pluma","flower",false,"wrong","Valid",true,true
"spa-ENG","5e2c9ac...","pluma","feather",true,"correct","Valid",true,true
"spa-ENG","5e32a99...","pluma","blooming",false,"wrong","Language impairment",true,false
"spa-ENG","5e3878b...","pluma","bloom",false,"wrong","Valid",true,true
"spa-ENG","5e52fa4...","pluma","bloom",false,"wrong","Valid",true,true
"spa-ENG","5e60db5...","pluma","bloomers",false,"wrong","Valid",true,true
"spa-ENG","5e64212...","pluma","tumour",false,"wrong","Insufficient trials",true,false
"spa-ENG","5e6571b...","pluma","bloomer",false,"wrong","Valid",true,true
"spa-ENG","5e71e92...","pluma","ploom",false,"wrong","Valid",true,true
"spa-ENG","5e788a0...","pluma","blue",false,"wrong","Valid",true,true
"spa-ENG","5e84efb...","pluma","plume",false,"wrong","Valid",true,true
"spa-ENG","5e95bef...","pluma","puma",false,"wrong","Valid",true,true
"spa-ENG","5e96292...","pluma","cloud",false,"wrong","Valid",true,true
"spa-ENG","5e9b959...","pluma","feathers",true,"correct","Valid",true,true
"spa-ENG","5e9df7f...","pluma",,false,"blank","Insufficient trials",false,false
"spa-ENG","5eacad0...","pluma","bloom",false,"wrong","Valid",true,true
"spa-ENG","5eaeeb1...","pluma","trousers",false,"wrong","Valid",true,true
"spa-ENG","5eb2d2d...","pluma","dress",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb3c2e...","pluma","bloomer",false,"wrong","Insufficient trials",true,false
"spa-ENG","5eb450d...","pluma","flower",false,"wrong",,true,
"spa-ENG","5eb54aa...","pluma","plume",false,"wrong","Valid",true,true
"spa-ENG","5eb9b01...","pluma","bloomer",false,"wrong","Valid",true,true
"spa-ENG","5eb9e95...","pluma","blooma",false,"language","Insufficient trials",false,false
"spa-ENG","5ebef0e...","pluma","pluto",false,"wrong","Valid",true,true
"spa-ENG","5ec27b1...","pluma","bloom",false,"wrong","Valid",true,true
"spa-ENG","5ec7e25...","pluma","plume",false,"wrong","Valid",true,true
"spa-ENG","5ec83d6...","pluma","blooming",false,"wrong","Valid",true,true
"spa-ENG","5ed8bf9...","pluma","blueberry",false,"wrong","Valid",true,true
"spa-ENG","5ee0c7f...","pluma","purple",false,"wrong","Valid",true,true
"spa-ENG","5ee7665...","pluma","blue",false,"wrong","Valid",true,true
"spa-ENG","5b1ec77...","pollo","pour",false,"wrong","Valid",true,true
"spa-ENG","5b6f4c6...","pollo","chicken",true,"correct","Valid",true,true
"spa-ENG","5d687a7...","pollo","meat",false,"wrong","Valid",true,true
