"group","target_language","translation","translation_id","word_1","word_2","sampa_1","sampa_2","ipa_1","ipa_2","freq_zipf_2","lv","lv_dist","duration","practice_trial","avg_sim","avg_sim_h","neigh_lst","neigh_lst_h","neigh_n","neigh_n_h"
"spa-ENG","English","avestruz /a'ßes.t<U+027E>u<U+03B8>/ - ostrich /'<U+0252>str<U+026A><U+02A7>/",14,"avestruz","ostrich","aBest4uT","Astr0ItS","a'ßes.t<U+027E>u<U+03B8>","'<U+0252>str<U+026A><U+02A7>",4.53039405245059,0,8,1.0505,FALSE,0.0504081821698273,0.051834982323218,
