"participant_id","group","word_1","response","knowledge","confidence","correct","response_type","valid_participant","valid_response"
"5cdfa1b...","cat-ENG","aigua","terguen",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","amanida","orange",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ampolla","champagne",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","berenar","grenade",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","caixa","carwash",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","cama","car",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","cavall","gall",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","cirera","car",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","dit","deep",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","entrepa","under bridge",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","estruc","strudel",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","forquilla","fork",false,0,true,"correct",true,true
"5cdfa1b...","cat-ENG","fulla","food",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","galeta","letter",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","gerd","gel",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","globus","global",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","guitarra","guitar",false,0,true,"correct",true,true
"5cdfa1b...","cat-ENG","lleo","lie down",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","lloro","yahoo",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","mico","mickel",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","moto","mushroom",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","mussol","shawl",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","onada","banana",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","orella","broom",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","pa","car",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","planta","planter",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","pollastre","wine",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","raspall","respite",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","samarreta","sunshine",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","sol","song",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","tigre","tiger",false,0,true,"correct",true,true
"5cdfa1b...","cat-ENG","tisores","dinosaur",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","tobogan","touran",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","tren","zebra",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ull","cool",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ungla","window",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","vaixell","shell",false,0,false,"wrong",true,true
"5cdfa1b...","cat-ENG","arbre","umbrella",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","cuc","cook",false,1,false,"false_friend",true,true
"5cdfa1b...","cat-ENG","esponja","sponge",false,1,true,"correct",true,true
"5cdfa1b...","cat-ENG","estrella","stray",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","formiga","pasta",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","galleda","leather",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","mirall","mirror",false,1,true,"correct",true,true
"5cdfa1b...","cat-ENG","moneda","leather",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","papallona","father",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","poma","parma ham",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","porta","bartender",false,1,false,"wrong",true,true
"5cdfa1b...","cat-ENG","bici","busy",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","camisa","camilla",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","casa","karma",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","gat","cart",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","gorra","goat",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ma","mark",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","pernil","vanilla",false,2,false,"wrong",true,true
"5cdfa1b...","cat-ENG","taronja","orange",false,2,true,"correct",true,true
"5cdfa1b...","cat-ENG","bolet","roulette",false,3,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ovella","weather",false,3,false,"wrong",true,true
"5cdfa1b...","cat-ENG","patata","potato",false,3,true,"correct",true,true
"5cdfa1b...","cat-ENG","boca","book",false,4,false,"wrong",true,true
"5cdfa1b...","cat-ENG","bolquer","bouquet",false,4,false,"wrong",true,true
"5cdfa1b...","cat-ENG","colom","perfume",false,4,false,"wrong",true,true
"5cdfa1b...","cat-ENG","got","guard",false,4,false,"wrong",true,true
"5cdfa1b...","cat-ENG","porc","park",false,4,false,"wrong",true,true
"5cdfa1b...","cat-ENG","aixeta","bruschetta",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","bibero","beaver",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","nas","nasty",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","peu","bell",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","ploma","flower",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","tomaquet","tomato",false,5,true,"correct",true,true
"5cdfa1b...","cat-ENG","ulleres","windowbox",false,5,false,"wrong",true,true
"5cdfa1b...","cat-ENG","bol","ball",false,6,false,"false_friend",true,true
"5cdfa1b...","cat-ENG","boto","button",false,6,true,"correct",true,true
"5cdfa1b...","cat-ENG","cotxe","coach",false,6,false,"wrong",true,true
"5cdfa1b...","cat-ENG","flor","floor",false,6,false,"false_friend",true,true
"5cdfa1b...","cat-ENG","jaqueta","jacket",false,6,true,"correct",true,true
"5cdfa1b...","cat-ENG","llibre","zebra",false,6,false,"wrong",true,true
